ISIC_Detailed,MainActivityDescription,ISIC_Section,Typical_Capital_TZS,Count,Sector_Name
111,BIASHARA YA NAFAKA,A,46531000.0,1,"Agriculture, forestry & fishing"
111,BIDHAA ZA KILIMO,A,3253000.0,1,"Agriculture, forestry & fishing"
111,DUKA LA KILIMO NA PEMBEJEO,A,23970000.0,1,"Agriculture, forestry & fishing"
111,"Growing of cereals (except rice), leguminous crops and oil seeds",A,26021500.0,4,"Agriculture, forestry & fishing"
111,IMPUT AND SALES OF AGRICULTURE,A,23616000.0,1,"Agriculture, forestry & fishing"
111,KUUZA NAFAKA,A,1804000.0,1,"Agriculture, forestry & fishing"
112,Growing of rice,A,179611000.0,1,"Agriculture, forestry & fishing"
113,"Growing of vegetables and melons, roots and tubers",A,3499000.0,3,"Agriculture, forestry & fishing"
119,Growing of other non-perennial crops,A,11445000.0,5,"Agriculture, forestry & fishing"
119,MAZAO,A,22950000.0,1,"Agriculture, forestry & fishing"
122,Growing of tropical and subtropical fruits,A,216132000.0,1,"Agriculture, forestry & fishing"
125,Growing of other tree and bush fruits and nuts,A,12382000.0,2,"Agriculture, forestry & fishing"
127,UUZAJI WA KAHAWA NA CHAI KWA REJAREJA,A,1668000.0,1,"Agriculture, forestry & fishing"
128,"Growing of spices, aromatic, drug and pharmaceutical crops",A,15308000.0,1,"Agriculture, forestry & fishing"
130,Plant propagation,A,8816000.0,1,"Agriculture, forestry & fishing"
141,Raising of cattle and buffaloes,A,16950500.0,2,"Agriculture, forestry & fishing"
145,Raising of swine/pigs,A,43857000.0,1,"Agriculture, forestry & fishing"
146,Raising of poultry,A,1773500.0,2,"Agriculture, forestry & fishing"
146,UFUGAJI WA KUKU,A,21333000.0,1,"Agriculture, forestry & fishing"
149,Raising of other animals,A,3141000.0,1,"Agriculture, forestry & fishing"
150,Mixed farming,A,11486000.0,12,"Agriculture, forestry & fishing"
161,KUWATAMIA VIJANA WAJASIRILIA MALI WA KILIMO,A,21759000.0,1,"Agriculture, forestry & fishing"
161,Support activities for crop production,A,20245000.0,13,"Agriculture, forestry & fishing"
161,UTOAJI HUDUMA USIMAMIZI WA MIRADI MBALIMBALI YA ARDHI NA KILIMO,A,6757000.0,1,"Agriculture, forestry & fishing"
161,UZALISHAJI NA UUZAJI WA CHAKULA CHA MIFUGO,A,14039000.0,1,"Agriculture, forestry & fishing"
161,UZALISHALI WA CHAKULA CHA MIFUGO,A,1372000.0,1,"Agriculture, forestry & fishing"
162,Support activities for animal production,A,6096500.0,4,"Agriculture, forestry & fishing"
163,Post-harvest crop activities,A,9497500.0,8,"Agriculture, forestry & fishing"
164,Seed processing for propagation,A,15569000.0,2,"Agriculture, forestry & fishing"
164,"Seed processing for propagation: drying, cleaning, grading and treating of seeds until they are marketed.",A,59674000.0,1,"Agriculture, forestry & fishing"
170,UNUNUZI NA UUZAJI WA NGOZI,A,33713000.0,1,"Agriculture, forestry & fishing"
170,UWINDAJI,A,25586000.0,1,"Agriculture, forestry & fishing"
210,Silviculture and other forestry activities,A,3187000.0,1,"Agriculture, forestry & fishing"
210,UTUNZAJI BUSTANI,A,18159000.0,1,"Agriculture, forestry & fishing"
220,Logging,A,13456500.0,2,"Agriculture, forestry & fishing"
220,Production of roundwood for forest-based manufacturing industries,A,5411000.0,1,"Agriculture, forestry & fishing"
230,Gathering of non-wood forest products,A,8559500.0,2,"Agriculture, forestry & fishing"
240,Support services to forestry,A,38804000.0,5,"Agriculture, forestry & fishing"
311,Marine fishing,A,98941000.0,6,"Agriculture, forestry & fishing"
311,"UVUVI, UANDAAJI NA USAFIRISHAJI WA SAMAKI",A,19358000.0,1,"Agriculture, forestry & fishing"
311,VIFAA VYA UVUVI,A,17785000.0,1,"Agriculture, forestry & fishing"
311,uvuvi,A,574000.0,1,"Agriculture, forestry & fishing"
312,Freshwater fishing,A,12680000.0,1,"Agriculture, forestry & fishing"
312,KUTENGENEZA MASHINE,A,23558000.0,1,"Agriculture, forestry & fishing"
321,Marine aquaculture,A,21895000.0,1,"Agriculture, forestry & fishing"
321,UFUGAJI WA SAMAKI,A,2328000.0,1,"Agriculture, forestry & fishing"
322,Freshwater aquaculture,A,16405000.0,1,"Agriculture, forestry & fishing"
510,Mining of hard coal,B,127170000.0,9,Mining & quarrying
510,UCHIMBAJI WA MADINI YA MAKAA YA MAWE,B,19237000.0,1,Mining & quarrying
610,Extraction of crude petroleum,B,148358000.0,11,Mining & quarrying
620,Extraction of natural gas,B,50402000.0,1,Mining & quarrying
729,BIASHARA YA MADINI,B,181924000.0,1,Mining & quarrying
729,HUDUMA ZA MADINI,B,173595000.0,1,Mining & quarrying
729,KUTENGENEZA NA KUUZA BIDHAA ZA MADINI,B,178295000.0,1,Mining & quarrying
729,Mining of Nickel,B,178000.0,1,Mining & quarrying
729,Mining of other non-ferrous metal ores,B,160403000.0,3,Mining & quarrying
729,SUPPORT ACTIVITIES IN MINING & QUARRYING,B,112615000.0,1,Mining & quarrying
729,UCHIMBAJI WA MADINI,B,99502000.0,1,Mining & quarrying
729,Uchimbaji wa madini,B,169419000.0,1,Mining & quarrying
810,KUPONDA MAWE,B,145000.0,1,Mining & quarrying
810,KUSAGA MAWE(PRODUCING AGGEGGATE),B,58735000.0,1,Mining & quarrying
810,MANUFACTURING OF AGGEGGATE,B,238640000.0,1,Mining & quarrying
810,"Quarrying of stone, sand and clay",B,124946000.0,7,Mining & quarrying
810,USAFIRISHAJI WA KOKOTO NA CLINKERS,B,2913000.0,1,Mining & quarrying
810,UZALISHAJI NA USAFIRISHAJI WA KOKOTO,B,143987000.0,1,Mining & quarrying
810,UZALISHAJI WA KOKOTO,B,223293000.0,1,Mining & quarrying
891,UCHIMBAJI WA MADINI,B,31791000.0,1,Mining & quarrying
893,Manufacturing of Ioneted salt,B,24082000.0,1,Mining & quarrying
893,UCHIMBAJI WA CHUMVI,B,50574000.0,1,Mining & quarrying
893,UZALISHAJI WA CHUMVI,B,2459000.0,1,Mining & quarrying
899,"Abrasive materials, asbestos, siliceous fossil meals, natural graphite, steatite (talc), feldspar etc.",B,232599000.0,1,Mining & quarrying
899,MINING,B,257000.0,1,Mining & quarrying
899,"MINING OF GAMESTONE, NICKEL AND SELLING JEWELS",B,247595000.0,1,Mining & quarrying
899,Other mining and quarrying n.e.c.,B,123611000.0,7,Mining & quarrying
899,UCHIMBAJI WA MADINI,B,155718000.0,5,Mining & quarrying
899,UCHIMBAJI WA MADINI NA UUZAJI WA MADINI,B,16325000.0,1,Mining & quarrying
899,"UJENZI, USIMAMIZI NA USHAURI WA MAJENGO SERIKALINE",B,17918000.0,1,Mining & quarrying
899,UNUNUZI WA MADINI,B,104875000.0,1,Mining & quarrying
899,UTENGENEZAJI WA MISHUMAA,B,3282000.0,1,Mining & quarrying
899,UUZAJI WA MADINI YALIYOONGEZWA THAMANI (fito vya thamani),B,68830000.0,1,Mining & quarrying
899,Uuzaji wa madini,B,3546000.0,1,Mining & quarrying
910,SUPPLYING OF NATURAL GAS AND INDUSTRIAL GROWTH,B,174163000.0,1,Mining & quarrying
910,Support activities for petroleum and natural gas extraction,B,171871000.0,16,Mining & quarrying
990,BIASHARA YA MADINI,B,139500000.0,9,Mining & quarrying
990,BIASHARA YA MADINI (DHAHABU),B,99808000.0,1,Mining & quarrying
990,Support activities for other mining and quarrying,B,166863000.0,11,Mining & quarrying
990,Welding and workshop,B,1362000.0,1,Mining & quarrying
1010,KUTENGENEZA NYAMA ZA KUSAGA NA NYAMA,C,1408000.0,1,Manufacturing
1010,Kusindika nyama,C,340000.0,1,Manufacturing
1010,Processing and preserving of meat,C,5180000.0,5,Manufacturing
1010,UTENGENEZAJI NA USINDIKAJI WA NYAMA,C,7551000.0,1,Manufacturing
1010,UTENGENEZAJI WA NYAMA,C,414000.0,1,Manufacturing
1020,KUCHAKATA SAMAKI,C,8558000.0,1,Manufacturing
1020,PROCESSING FRESH FISH,C,4278000.0,2,Manufacturing
1020,"Processing and preserving of fish, crustaceans and molluscs",C,11982500.0,4,Manufacturing
1020,SEA FOOD PROCESSING,C,49874000.0,1,Manufacturing
1020,UCHAKATAJI WA SAMAKI,C,663000.0,2,Manufacturing
1030,MANUFACTURING OF FOOD'S PRODUCT,C,47156000.0,1,Manufacturing
1030,Processing and preserving of fruit and vegetables,C,4872000.0,2,Manufacturing
1030,UTENGENEZAJI WA JUISI,C,1709000.0,1,Manufacturing
1040,HUDUMA YA UUZAJI NA UKAMUAJI WA MAFUTA,C,17513000.0,1,Manufacturing
1040,KIWANDA CHA KUCHAKATA MAFUTA YA CHIKICHI,C,11930000.0,1,Manufacturing
1040,KUTENGENEZA VIPODOZI,C,1657000.0,1,Manufacturing
1040,KUZALISHA MAFUTA YA CHIKICHI,C,2062000.0,1,Manufacturing
1040,MANUFACTURING OF COOKING OIL,C,170323000.0,1,Manufacturing
1040,MANUFACTURING OF EDIBLE OIL,C,33909500.0,2,Manufacturing
1040,MANUFACTURING OF PALM OIL,C,9634000.0,1,Manufacturing
1040,Manufacture of vegetable and animal oils and fats,C,92313000.0,2,Manufacturing
1040,UCHAKATAJI WA MAFUTA YA MISE,C,11372000.0,1,Manufacturing
1040,UKAMUAJI WA MAFUTA YA MCHIKICHI,C,8710000.0,1,Manufacturing
1040,UKAMUAJI WA MAFUTA YA NAZI,C,3091000.0,2,Manufacturing
1040,UTENGENAJI MAFUTA YANAYOTOKANA NA KOROSHO,C,20711000.0,1,Manufacturing
1040,UTENGENEZAJI WA OILI YA KUTENGENEZEA VIPODOZI,C,11078000.0,1,Manufacturing
1050,KUTENGENEZA ICE CREAM,C,16966500.0,2,Manufacturing
1050,MANUFACTURING OF COW MILK,C,3313000.0,1,Manufacturing
1050,MANUFACTURING OF ICE CREAM PRODUCTS,C,2578000.0,1,Manufacturing
1050,Manufacture of dairy products,C,1050000.0,3,Manufacturing
1050,UCHAKATAJI WA MAZIWA,C,2537000.0,1,Manufacturing
1050,USINDIKAJI WA MAZIWA,C,572000.0,1,Manufacturing
1050,UTENGENEZAJI WA MAZIWA,C,7099000.0,1,Manufacturing
1050,UUZAJI WA MAZIWA NA MTINDI,C,3564000.0,1,Manufacturing
1061,FLOUR MILLING MACHINE,C,124847000.0,1,Manufacturing
1061,GRAIN MAIZE,C,4911000.0,2,Manufacturing
1061,GRAIN MILL,C,14097500.0,2,Manufacturing
1061,HUDUMA UA UKOBOAJI NA UUZAJI SEMBE,C,1762000.0,1,Manufacturing
1061,HUDUMA YA KUSAGA NA KUKOBOA,C,2211500.0,2,Manufacturing
1061,HUDUMA YA KUSAGA NA KUKOBOA MAHINDI,C,1028000.0,1,Manufacturing
1061,HUDUMA YA KUSAGA NA KUKOBOA NAFAKA,C,2004500.0,4,Manufacturing
1061,HUDUMA YA KUSAGA NA KUUZA UNGA,C,18394000.0,1,Manufacturing
1061,HUDUMA YA KUSAGA NAFAKA,C,3533500.0,4,Manufacturing
1061,HUDUMA YA KUTENGENEZAJI WA VYAKULA VYA NAFAKA,C,10522000.0,1,Manufacturing
1061,HUDUMA YA MASHINE YA KUSAGA,C,564000.0,1,Manufacturing
1061,HUDUMA YA NAFAKA,C,6325000.0,2,Manufacturing
1061,HUDUMA YA USAGAJI NA KUKOBOA MAHINDI,C,60475000.0,1,Manufacturing
1061,HUDUMA YA USAGAJI WA NAFAKA,C,2992000.0,3,Manufacturing
1061,HUDUMA YA USAGAJI WA NAFAKA REJAREJA,C,309000.0,1,Manufacturing
1061,HUDUMA YA UTENGENEZAJI  WA BIDHAA ZA NAFAKA,C,21267000.0,1,Manufacturing
1061,HUDUMA YA UTENGENEZAJI NAFAKA,C,13170000.0,1,Manufacturing
1061,HUDUMA YA UTENGENEZAJI WA NAFAKA,C,3070000.0,1,Manufacturing
1061,HUDUMA YA UTENGENEZAJI WA NAFAKA NA KUUZA,C,154000.0,1,Manufacturing
1061,HUDUMA YA UTENGENEZAJI WA UNGA AINA YA SEMBE NA DONA,C,3051000.0,1,Manufacturing
1061,HUDUMA YA UTENGENEZAJI WA UNGA WA SEMBE,C,41963000.0,1,Manufacturing
1061,HUDUMA YA UTENGENEZAJI WA VYAKULA VYA NAFAKA,C,4414000.0,1,Manufacturing
1061,HUDUMA YA UTUNZAJI NAFAKA,C,214000.0,1,Manufacturing
1061,HUDUMA YA UUZAJI NA USAGAJI WA NAFAKA,C,24539000.0,1,Manufacturing
1061,HUDUMA YA UUZAJI NA UTENGENEZAJI WA UNGA WA SEMBE,C,208000.0,1,Manufacturing
1061,HUDUMA YA UUZAJI WA CHAKULA CHA MIFUGO,C,7401000.0,1,Manufacturing
1061,HUDUMA YA UUZAJI WA NAFAKA,C,3365000.0,1,Manufacturing
1061,HUSAGAJI WA NAFAKA,C,1207000.0,1,Manufacturing
1061,KIWANDA CHA UNGA,C,93376000.0,1,Manufacturing
1061,KIWANDA CHAKUSAGA MA KUKUBOA JUMLA NA REJAREJA,C,127022000.0,1,Manufacturing
1061,KUKOBOA  NA KUSAGA NAFAKA,C,376000.0,1,Manufacturing
1061,KUKOBOA & KUSAGA  NAFAKA,C,507000.0,1,Manufacturing
1061,KUKOBOA NA KUSAGA MAHINDI,C,2912000.0,1,Manufacturing
1061,KUKOBOA NA KUSAGA NA KUUZA UNGA,C,120192000.0,1,Manufacturing
1061,KUKOBOA NA KUSAGA NAFAKA,C,3435000.0,8,Manufacturing
1061,KUKOBOA NA KUSAGA NAFAKA NA KUUZA UNGA KWA BEI YA JUMLA,C,1122000.0,1,Manufacturing
1061,KUKOBOA NA KUSAGA SEMBE KWA JUMLA,C,763000.0,1,Manufacturing
1061,KUKOBOA NA KUSAGA UNGA,C,3199000.0,1,Manufacturing
1061,KUKOBOA NAKUSAGA NAFAKA,C,695000.0,1,Manufacturing
1061,KUSAGA  UNGA WA SEMBE,C,685000.0,1,Manufacturing
1061,KUSAGA MAHINDI,C,7075500.0,6,Manufacturing
1061,KUSAGA NA KUKOBOA,C,966000.0,2,Manufacturing
1061,KUSAGA NA KUKOBOA MAHINDI,C,708000.0,1,Manufacturing
1061,KUSAGA NA KUKOBOA NAFAKA,C,1739000.0,23,Manufacturing
1061,KUSAGA NA KUKOBOA UNGA,C,3636000.0,1,Manufacturing
1061,KUSAGA NA KUPAKI NAFAKA,C,1519000.0,1,Manufacturing
1061,KUSAGA NA KUSAMBAZA NAFAKA,C,1178000.0,2,Manufacturing
1061,KUSAGA NA KUUZA NAFAKA MCHANGANIKO,C,23425000.0,1,Manufacturing
1061,KUSAGA NA KUUZA UNGA,C,6272000.0,1,Manufacturing
1061,KUSAGA NAFAKA,C,4136000.0,31,Manufacturing
1061,KUSAGA NAFAKA REJAREJA,C,297000.0,1,Manufacturing
1061,KUSAGA NAKUUZA UNGA KEA REJA,C,18671000.0,1,Manufacturing
1061,KUSAGA UNGA,C,819000.0,1,Manufacturing
1061,KUSAGA UNGA WA SEMBE,C,1851000.0,1,Manufacturing
1061,KUSANGA NA UUZAJI WA NAFAKA,C,2267000.0,1,Manufacturing
1061,KUTENGENEZA BIDHAA ZA NAFAKA,C,15296000.0,1,Manufacturing
1061,KUTOA HUDUMA YA KUKOBOA NA KUSAGA NAFAKA,C,8381000.0,1,Manufacturing
1061,KUTOA HUDUMA YA USAGISHAJI NAFAKA,C,756000.0,1,Manufacturing
1061,KUUZA UNGA WA SEMBE JUMLA,C,814000.0,1,Manufacturing
1061,KUZALISHA UNGA,C,28273000.0,1,Manufacturing
1061,KUZALISHA UNGA (SEMBE),C,1067000.0,1,Manufacturing
1061,Kukoboa na kusaga,C,943000.0,1,Manufacturing
1061,Kusaga nafaka,C,1839000.0,1,Manufacturing
1061,Kuuza na kusaga nafaka,C,354000.0,1,Manufacturing
1061,MANUFACTURING OF STEELS & PIPES,C,248533000.0,1,Manufacturing
1061,MANUFACTURING OF WHEAT FLOUR,C,4117500.0,2,Manufacturing
1061,MASHINE YA KUKOBOA NA KUSAGA UNGA,C,14309000.0,1,Manufacturing
1061,"MASHINE YA KUSAGA NA KU,OBOA NAFAKA",C,8085000.0,1,Manufacturing
1061,MASHINE YA KUSAGA NA KUKOBOA,C,8631500.0,2,Manufacturing
1061,MASHINE YA KUSAGA NA KUKOBOA NAFAKA,C,7735000.0,2,Manufacturing
1061,MASHINE YA KUSAGA NAFAKA,C,3933500.0,6,Manufacturing
1061,MASHINE YA KUSAGA NAFATA,C,7606000.0,1,Manufacturing
1061,MASHINE YA KUSAGA UNGA NA KUKOBOA,C,3641000.0,1,Manufacturing
1061,MASHINE YA KUSAGA. NAFAKA,C,5700000.0,1,Manufacturing
1061,MASHINE YA KUTENGENEZA NAFAKA,C,144029000.0,1,Manufacturing
1061,MASHINE YAKUSAGA NA KUKOBOA MAHINDI,C,21806000.0,1,Manufacturing
1061,Manufacture of grain mill products,C,21375000.0,4,Manufacturing
1061,PRODUCTION OF MAIZE FLOUR,C,13766000.0,1,Manufacturing
1061,PRODUCTION OF WHEAT FLOUR,C,8765000.0,2,Manufacturing
1061,SHUGHULI NI KUTOA HUDUMA YA KUSAGA NA KUKOBOA MAHINDI,C,2740000.0,1,Manufacturing
1061,"USAGAJI , UKOBOAJI NA UUZAJI WA NAFAKA",C,122000.0,1,Manufacturing
1061,USAGAJI BIDHAA ZA  NAFAKA,C,3831000.0,1,Manufacturing
1061,USAGAJI NA UKOBOAJI BIDHAA ZA NAFAKA,C,1105000.0,1,Manufacturing
1061,USAGAJI NA UKOBOAJI NA KUUZA BIDHAA ZA NAFAKA,C,6733000.0,1,Manufacturing
1061,USAGAJI NA UKOBOAJI NAFAKA,C,2582000.0,1,Manufacturing
1061,USAGAJI NA UKOBOAJI WA MAHINDI,C,2665000.0,1,Manufacturing
1061,USAGAJI NA UKOBOAJI WA NAFAKA,C,494000.0,1,Manufacturing
1061,USAGAJI NA UUZAJI  WA UNGA,C,411000.0,1,Manufacturing
1061,USAGAJI NA UUZAJI BIDHAA ZA NAFAKA,C,5288500.0,2,Manufacturing
1061,USAGAJI NA UUZAJI NAFAKA,C,4480000.0,1,Manufacturing
1061,USAGAJI NA UUZAJI WA BIDHAA ZA NAFAKA,C,5791000.0,1,Manufacturing
1061,USAGAJI NA UUZAJI WA NAFAKA,C,5878000.0,1,Manufacturing
1061,USAGAJI NA UUZAJI WA NAFAKA REJAREJA,C,159000.0,1,Manufacturing
1061,USAGAJI NA UUZAJI WA UNGA,C,2855500.0,2,Manufacturing
1061,USAGAJI NAFAKA,C,945500.0,4,Manufacturing
1061,USAGAJI NAFAKA NA UUZAJI WA UNGA WA MAHINDI REJA REJA,C,676000.0,1,Manufacturing
1061,USAGAJI WA BIDHAA ZA NAFAKA,C,3488000.0,1,Manufacturing
1061,USAGAJI WA KARANGA,C,418000.0,1,Manufacturing
1061,USAGAJI WA MAHINDI,C,3795000.0,7,Manufacturing
1061,USAGAJI WA NAFAKA,C,3187000.0,25,Manufacturing
1061,USAGAJI WA NAFAKA AINA ZOTE,C,121000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA MBALIMBALI,C,11197000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA NA KUHIFADHI,C,2413000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA NA KUUZA,C,23561000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA NA UUZAJI,C,2719000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA NA UUZAJI NAFAKA,C,27191000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA NA UUZAJI WA UNGA JUMLA,C,2289000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA NA UUZAJI WA UNGA WA MAHINDI REJA REJA,C,529000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA NA UZAJI WA NAFAKA,C,413000.0,1,Manufacturing
1061,USAGAJI WA NAFAKA ZA AINA ZOTE,C,1261000.0,1,Manufacturing
1061,USAGAJI WA SEMBE KWA JUMLA NA REJAREJA,C,27494000.0,1,Manufacturing
1061,USAGAJI WA UNGA,C,417000.0,3,Manufacturing
1061,USAGAJI WA UNGA WA MAHINDI,C,1123000.0,5,Manufacturing
1061,USAGAJI WA UNGA WA SEMBE NA UZAJI KWA JUMLA NA REJAREJA,C,1112000.0,1,Manufacturing
1061,USAGAJI WANAFAKA,C,447000.0,1,Manufacturing
1061,"USAGAJI,UKOBOAJI  NA UUZAJI NAFAKA",C,119000.0,1,Manufacturing
1061,USAGISHAJI NAFAKA,C,4196000.0,7,Manufacturing
1061,USAGISHAJI NAFAKA NA UUZAJI WA UNGA WA MAHINDI JUMLA NA REJAREJA,C,1452000.0,1,Manufacturing
1061,USAGISHAJI WA UNGA WA MAHINDI,C,5878000.0,1,Manufacturing
1061,UTAOJ WA HUDUMA YA KUSAGA NA KUKOBOA,C,604000.0,1,Manufacturing
1061,UTENGENEZAJI KUSAGA NA KUKOBOA NAFAKA,C,4184000.0,1,Manufacturing
1061,UTENGENEZAJI NA USAMBAZAJI WA UNGA,C,5745000.0,1,Manufacturing
1061,UTENGENEZAJI UNGA WA SEMBE,C,642000.0,1,Manufacturing
1061,UTENGENEZAJI WA BIDHAA ZA NAFAKA,C,4907500.0,4,Manufacturing
1061,UTENGENEZAJI WA BIDHAA ZINAZOTOKANA NA NAFAKA,C,15361000.0,1,Manufacturing
1061,UTENGENEZAJI WA NAFAKA,C,34806000.0,5,Manufacturing
1061,UTENGENEZAJI WA UKOBOAJI WA NAFAKA,C,3463000.0,1,Manufacturing
1061,UTENGENEZAJI WA UNGA,C,2297000.0,7,Manufacturing
1061,UTENGENEZAJI WA UNGA NA USAMBAZAJI,C,22119000.0,1,Manufacturing
1061,UTENGENEZAJI WA UNGA WA MAHINDI,C,61683000.0,2,Manufacturing
1061,UTENGENEZAJI WA UNGA WA NAFAKA,C,3020000.0,1,Manufacturing
1061,UTENGENEZAJI WA UNGA WA SEMBE,C,1175000.0,3,Manufacturing
1061,UTOAJI WA HUDUMA YA KUKOBOA NA KUSAGA,C,1003000.0,1,Manufacturing
1061,UTOAJI WA HUDUMA YA KUSAGA,C,9876000.0,1,Manufacturing
1061,UTOAJI WA HUDUMA YA KUSAGA NAFAKA,C,6274000.0,2,Manufacturing
1061,UTOAJI WA HUDUMA YA KUSAGA REJAREJA NAFAKA,C,109017000.0,1,Manufacturing
1061,UTOAJI WA HUDUMA YA MBEGU MAHIND,C,12013000.0,1,Manufacturing
1061,UTOAJI WA HUDUMA YA USAGAJI WA MAHINDI,C,77651000.0,1,Manufacturing
1061,UTOAJI WA HUDUMA ZA KUSAGA,C,11648000.0,1,Manufacturing
1061,UUZAJI WA NAFAKA NA ASALI KWA JUMLA,C,8298000.0,1,Manufacturing
1061,UUZAJI WA NAFAKA NA KUSAGA UNGA,C,689000.0,1,Manufacturing
1061,UUZAJI WA UNGA,C,39234000.0,1,Manufacturing
1061,UUZAJI WA UNGA SEMBE JUMLYA,C,887000.0,1,Manufacturing
1061,UUZAJI WA UNGA WA MAHINDI JUMLA NA REJA REJA,C,10393000.0,1,Manufacturing
1061,UUZAJI WA UNGA WASEMBE JUMLA,C,2449000.0,1,Manufacturing
1061,UUZAJI WA VYAKULA VYA KUKU REJA REJA,C,5853000.0,1,Manufacturing
1061,UUZAJI WA VYAKULA VYA NGANO,C,316000.0,1,Manufacturing
1061,UZALISHAJI NA USAGAJI NAFAKA,C,40028000.0,1,Manufacturing
1061,UZALISHAJI NA UUZAJI  WA UNGA WA MAHINDI,C,114000.0,1,Manufacturing
1061,UZALISHAJI NA UUZAJI WA UNGA WA MAHINDI,C,5823000.0,1,Manufacturing
1061,UZALISHAJI UNGA,C,2610000.0,1,Manufacturing
1061,UZALISHAJI WA BIDHAA ZA NAFAKA,C,2430000.0,2,Manufacturing
1061,UZALISHAJI WA BIDHAA ZITOKANAZO NA NAFAKA,C,86060000.0,1,Manufacturing
1061,UZALISHAJI WA CHAKULA CHA MIFUGO,C,2490000.0,1,Manufacturing
1061,UZALISHAJI WA UNGA SEMBE NA DONA,C,6592000.0,1,Manufacturing
1061,UZALISHAJI WA UNGA WA MAHINDI,C,107706000.0,2,Manufacturing
1061,UZALISHAJI WA UNGA WA SEMBE,C,2849500.0,6,Manufacturing
1061,UZALISHASHI WA NGANO,C,3283000.0,1,Manufacturing
1061,Ukoboaji na usagaji wa Nafaka,C,620000.0,1,Manufacturing
1061,Usagaji wa mahindi,C,19022000.0,1,Manufacturing
1061,Uzalishaji wa sembe,C,1156000.0,1,Manufacturing
1061,VIUNGO,C,1006000.0,1,Manufacturing
1061,WASAGAJI NA WAUZAJI WA SEMBE JUMLA NA REJAREJA,C,189000.0,1,Manufacturing
1061,WASAMBAZAJI NA WAUZAJI WA NAFAKA,C,607000.0,1,Manufacturing
1061,WATENGENEZAJI WA UNGA WA SEMBE,C,101000.0,1,Manufacturing
1061,WATOAJI HUDUMA ZA KUSAGA NA KUKOBOA NAFAKA,C,7688000.0,1,Manufacturing
1061,kusaga nafaka,C,37252000.0,2,Manufacturing
1061,kutengeneza cake,C,1196000.0,1,Manufacturing
1061,usagaji wa mahindi,C,110000.0,1,Manufacturing
1062,KUSAGA NA KUKOBOA MAHINDI,C,1378000.0,1,Manufacturing
1062,MANUFACTURING OF ENVELOPES,C,738000.0,1,Manufacturing
1062,Manufacture of starches and starch products,C,4641000.0,1,Manufacturing
1062,UCHAKATAJI WA CHA CHA KULA CHA KUKU,C,477000.0,1,Manufacturing
1062,UTENGENEZAJI WA MAKOCHI MA VITI,C,101000.0,1,Manufacturing
1071,BAKERY,C,6964000.0,7,Manufacturing
1071,BAKERY SHOP,C,135000.0,1,Manufacturing
1071,BEKARY,C,86681000.0,1,Manufacturing
1071,HUDUMA YA UTENGENAZI WA MIKATE,C,3034000.0,1,Manufacturing
1071,HUDUMA YA UTENGENEZAJI  NA UUZAJI WA MIKATE NA KEKI REJA REJA,C,1112000.0,1,Manufacturing
1071,HUDUMA YA UTENGENEZAJI WA KEKI,C,975500.0,6,Manufacturing
1071,HUDUMA ZA BEKARI,C,1051000.0,1,Manufacturing
1071,Huduma ya usambazaji Keki,C,1937000.0,1,Manufacturing
1071,KIWANDA CHA MIKATE,C,2890000.0,1,Manufacturing
1071,KUPIKA KEKI,C,188401000.0,1,Manufacturing
1071,KUTENGENEZA BEKARY,C,141000.0,1,Manufacturing
1071,KUTENGENEZA BEKARY PRODUCT,C,3746000.0,1,Manufacturing
1071,KUTENGENEZA BIDHAA ZA KUOKA,C,340000.0,1,Manufacturing
1071,KUTENGENEZA CAKE,C,42912000.0,1,Manufacturing
1071,KUTENGENEZA CAKES,C,840500.0,2,Manufacturing
1071,KUTENGENEZA KEKI,C,6223000.0,9,Manufacturing
1071,KUTENGENEZA KEKI NA KUUZA,C,5009000.0,1,Manufacturing
1071,"KUTENGENEZA KEKI, MIKATE NA MAANDAZI",C,7346000.0,1,Manufacturing
1071,KUTENGENEZA MIKATE,C,3435500.0,8,Manufacturing
1071,KUTENGENEZA MIKATE KEKI NA MAANDAZI,C,3375000.0,2,Manufacturing
1071,KUTENGENEZA MIKATE NA KEKI,C,3746000.0,1,Manufacturing
1071,KUTENGENEZA MIKATE NA MAANDAZI,C,93696500.0,2,Manufacturing
1071,KUTENGENEZA PRODUCTS ZA BEKARY,C,1763000.0,1,Manufacturing
1071,KUTENGENEZA VITAFUNWA,C,5563000.0,1,Manufacturing
1071,KUUZA BIDHAA ZA NGANO,C,71085000.0,1,Manufacturing
1071,KUUZA VINYWAJI NA VITAFUNWA,C,286000.0,1,Manufacturing
1071,KUUZA VITAFUNWA,C,310000.0,1,Manufacturing
1071,KUZALISHA CAKE NA MIKATE,C,15011000.0,1,Manufacturing
1071,KUZALISHA MIKATE,C,199000.0,1,Manufacturing
1071,Kupika  na kuuza mikate na cake (Bakery)Rejareja,C,2868000.0,1,Manufacturing
